endDate,startDate,type,unit,value
2026-04-30 07:40:19 -0400,2026-04-30 07:40:19 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.96
2026-05-01 00:51:42 -0400,2026-05-01 00:51:42 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-01 01:21:43 -0400,2026-05-01 01:21:43 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-01 01:51:43 -0400,2026-05-01 01:51:43 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-01 02:21:44 -0400,2026-05-01 02:21:44 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-01 02:52:35 -0400,2026-05-01 02:52:35 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-01 03:23:08 -0400,2026-05-01 03:23:08 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-01 03:53:08 -0400,2026-05-01 03:53:08 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.95
2026-05-01 04:23:09 -0400,2026-05-01 04:23:09 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-01 04:53:10 -0400,2026-05-01 04:53:10 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-01 05:24:55 -0400,2026-05-01 05:24:55 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-01 06:00:58 -0400,2026-05-01 06:00:58 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-01 06:30:59 -0400,2026-05-01 06:30:59 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-01 07:06:12 -0400,2026-05-01 07:06:12 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-01 07:36:23 -0400,2026-05-01 07:36:23 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-02 00:53:12 -0400,2026-05-02 00:53:12 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 01:23:13 -0400,2026-05-02 01:23:13 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 02:23:13 -0400,2026-05-02 02:23:13 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 02:53:14 -0400,2026-05-02 02:53:14 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.96
2026-05-02 03:23:15 -0400,2026-05-02 03:23:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-02 04:01:58 -0400,2026-05-02 04:01:58 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-02 04:31:59 -0400,2026-05-02 04:31:59 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 05:08:04 -0400,2026-05-02 05:08:04 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-02 06:08:05 -0400,2026-05-02 06:08:05 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-02 06:38:06 -0400,2026-05-02 06:38:06 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 07:08:06 -0400,2026-05-02 07:08:06 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 07:38:07 -0400,2026-05-02 07:38:07 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-02 08:08:08 -0400,2026-05-02 08:08:08 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-02 09:08:09 -0400,2026-05-02 09:08:09 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 00:59:48 -0400,2026-05-03 00:59:48 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-03 01:58:50 -0400,2026-05-03 01:58:50 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-03 02:50:13 -0400,2026-05-03 02:50:13 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 03:20:14 -0400,2026-05-03 03:20:14 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 03:50:15 -0400,2026-05-03 03:50:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 04:50:15 -0400,2026-05-03 04:50:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 05:20:59 -0400,2026-05-03 05:20:59 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 05:50:59 -0400,2026-05-03 05:50:59 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-03 06:51:00 -0400,2026-05-03 06:51:00 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 07:22:53 -0400,2026-05-03 07:22:53 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 08:22:54 -0400,2026-05-03 08:22:54 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-03 08:53:32 -0400,2026-05-03 08:53:32 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-03 09:23:33 -0400,2026-05-03 09:23:33 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 09:54:51 -0400,2026-05-03 09:54:51 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-03 10:49:51 -0400,2026-05-03 10:49:51 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 12:48:01 -0400,2026-05-03 12:48:01 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.96
2026-05-03 13:17:41 -0400,2026-05-03 13:17:41 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-03 17:01:11 -0400,2026-05-03 17:01:11 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 17:33:30 -0400,2026-05-03 17:33:30 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 18:20:33 -0400,2026-05-03 18:20:33 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-03 19:55:12 -0400,2026-05-03 19:55:12 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.96
2026-05-03 20:25:15 -0400,2026-05-03 20:25:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-03 21:25:15 -0400,2026-05-03 21:25:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-03 22:25:24 -0400,2026-05-03 22:25:24 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-03 23:02:24 -0400,2026-05-03 23:02:24 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-04 00:02:25 -0400,2026-05-04 00:02:25 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 00:33:06 -0400,2026-05-04 00:33:06 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-04 01:03:06 -0400,2026-05-04 01:03:06 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 01:43:27 -0400,2026-05-04 01:43:27 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 02:13:28 -0400,2026-05-04 02:13:28 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-04 02:43:29 -0400,2026-05-04 02:43:29 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-04 03:14:44 -0400,2026-05-04 03:14:44 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 03:44:57 -0400,2026-05-04 03:44:57 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 04:14:58 -0400,2026-05-04 04:14:58 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 04:44:59 -0400,2026-05-04 04:44:59 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.98
2026-05-04 05:16:14 -0400,2026-05-04 05:16:14 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,1
2026-05-04 05:46:15 -0400,2026-05-04 05:46:15 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.97
2026-05-04 06:39:36 -0400,2026-05-04 06:39:36 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.99
2026-05-04 07:09:36 -0400,2026-05-04 07:09:36 -0400,HKQuantityTypeIdentifierOxygenSaturation,%,0.96
