endDate,startDate,type,unit,value
2026-05-02 05:58:58 -0400,2026-05-02 05:57:59 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,45.9942
2026-05-02 07:58:33 -0400,2026-05-02 07:57:33 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,36.9823
2026-05-03 01:00:40 -0400,2026-05-03 00:59:40 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,29.5586
2026-05-03 01:58:34 -0400,2026-05-03 01:57:34 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,69.3478
2026-05-03 03:58:30 -0400,2026-05-03 03:57:31 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,100.028
2026-05-03 05:58:30 -0400,2026-05-03 05:57:31 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,97.5054
2026-05-03 07:58:45 -0400,2026-05-03 07:57:45 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,44.422
2026-05-03 09:59:39 -0400,2026-05-03 09:58:40 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,122.204
2026-05-03 12:48:53 -0400,2026-05-03 12:47:54 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,23.1977
2026-05-03 14:46:42 -0400,2026-05-03 14:45:42 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,34.5842
2026-05-03 17:02:04 -0400,2026-05-03 17:01:04 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,29.4717
2026-05-03 18:15:40 -0400,2026-05-03 18:14:41 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,29.8949
2026-05-03 19:58:34 -0400,2026-05-03 19:57:36 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,35.8762
2026-05-03 22:06:39 -0400,2026-05-03 22:05:40 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,22.1597
2026-05-03 23:58:36 -0400,2026-05-03 23:57:36 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,14.4491
2026-05-04 01:58:43 -0400,2026-05-04 01:57:43 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,38.5944
2026-05-04 03:58:34 -0400,2026-05-04 03:57:34 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,20.2694
2026-05-04 05:58:36 -0400,2026-05-04 05:57:36 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,45.0406
2026-05-04 08:36:51 -0400,2026-05-04 08:35:51 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,19.4044
2026-05-04 10:21:50 -0400,2026-05-04 10:20:50 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,28.7162
2026-05-04 13:30:31 -0400,2026-05-04 13:30:17 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,18.4772
2026-05-04 17:12:40 -0400,2026-05-04 17:11:40 -0400,HKQuantityTypeIdentifierHeartRateVariabilitySDNN,ms,35.4553
